probeid,GB_ACC
Ta.10307.2.S1_at,CD890807
Ta.10308.1.S1_at,CD930887
Ta.10308.2.S1_at,CA651331
Ta.10308.3.S1_a_at,CA737264
Ta.10308.3.S1_x_at,CA737264
Ta.10309.1.A1_at,CD869896
Ta.1031.1.A1_at,CK198320
Ta.1031.1.A1_x_at,CK198320
Ta.1031.2.S1_at,CK198663
Ta.1031.2.S1_x_at,CK198663
Ta.1031.3.S1_at,CA677533
Ta.1031.3.S1_x_at,CA677533
Ta.10310.1.S1_a_at,BJ238630
Ta.10310.3.S1_at,CK154278
Ta.10311.1.S1_at,CD884460
Ta.10313.1.S1_at,BJ244424
Ta.10314.1.S1_at,CK212094
Ta.10316.1.S1_at,BQ236683
Ta.10316.1.S1_a_at,BQ236683
Ta.10316.2.S1_at,CA638435
Ta.10316.2.S1_x_at,CA638435
Ta.10317.1.S1_at,BJ250305
Ta.10317.2.S1_at,CA718618
Ta.10318.1.S1_at,CF133497
Ta.10318.2.S1_at,CA635127
Ta.10318.2.S1_x_at,CA635127
Ta.10319.1.A1_s_at,BJ250329
Ta.1032.1.A1_at,BE406576
Ta.10320.1.S1_at,BJ244563
Ta.10321.1.S1_at,CA685634
Ta.10323.1.S1_at,BJ315407
Ta.10324.1.A1_at,BJ250397
Ta.10325.1.S1_at,BJ250415
Ta.10326.1.S1_at,BJ244180
Ta.10327.1.S1_at,BJ250450
Ta.10327.2.S1_a_at,CA723265
Ta.10328.1.S1_at,CK196410
Ta.10329.1.S1_x_at,BJ240295
Ta.10329.11.A1_at,BJ302897
Ta.10329.12.S1_x_at,BE416616
Ta.10329.13.S1_a_at,BJ217006
Ta.10329.15.S1_at,CA728847
Ta.10329.16.S1_at,BJ309223
Ta.10329.16.S1_x_at,BJ309223
Ta.10329.17.S1_at,BJ308545
Ta.10329.17.S1_x_at,BJ308545
Ta.10329.19.S1_x_at,BJ216862
Ta.10329.20.S1_x_at,BF200454
Ta.10329.21.S1_x_at,BJ230937
Ta.10329.22.S1_at,BJ318992
Ta.10329.22.S1_x_at,BJ318992
Ta.10329.23.S1_at,CK217595
Ta.10329.24.S1_at,BJ318779
Ta.10329.25.S1_x_at,BQ606361
Ta.10329.27.S1_at,BJ219603
Ta.10329.28.S1_at,BJ273114
Ta.10329.28.S1_x_at,BJ273114
Ta.10329.29.S1_x_at,BJ300857
Ta.10329.3.S1_at,CK217164
Ta.10329.30.S1_x_at,BJ220049
Ta.10329.32.S1_at,BJ320326
Ta.10329.33.S1_x_at,CA728230
Ta.10329.34.S1_x_at,BJ227379
Ta.10329.36.S1_a_at,BJ316876
Ta.10329.37.S1_x_at,BE416493
Ta.10329.38.S1_x_at,BJ321665
Ta.10329.39.S1_at,BJ219161
Ta.10329.40.S1_x_at,BJ308966
Ta.10329.41.S1_x_at,BJ320207
Ta.10329.42.S1_at,BQ607338
Ta.10329.43.S1_at,BJ277068
Ta.10329.43.S1_x_at,BJ277068
Ta.10329.44.S1_x_at,BJ239910
Ta.10329.6.S1_at,CA742067
Ta.10329.8.S1_x_at,CK211459
Ta.10329.9.S1_a_at,CA728584
Ta.10330.1.S1_a_at,BJ250502
Ta.10331.1.S1_at,BJ243564
Ta.10332.1.A1_at,BJ244697
Ta.10333.1.S1_at,BG904998
Ta.10333.3.S1_x_at,CA698266
Ta.10334.1.A1_at,BQ169618
Ta.10334.2.A1_at,BJ275161
Ta.10335.1.S1_at,BJ244742
Ta.10337.1.S1_at,BJ322719
Ta.10338.1.S1_at,BJ244781
Ta.10339.1.S1_at,CD892526
Ta.1034.1.A1_at,BG908412
Ta.1034.2.S1_at,BG908411
Ta.10340.1.S1_at,BJ250665
Ta.10341.1.S1_at,AY451239.1
Ta.10343.1.S1_a_at,BJ229325
Ta.10343.3.S1_at,CA598392
Ta.10344.1.A1_x_at,CK195636
Ta.10345.1.S1_at,BJ250712
Ta.10346.1.A1_at,BJ250715
Ta.10346.2.S1_at,BJ244846
Ta.10347.1.S1_at,BJ234537
Ta.10347.1.S1_x_at,BJ234537
Ta.10348.1.S1_a_at,CD894807
Ta.10349.1.S1_a_at,BJ244903
Ta.10349.1.S1_x_at,BJ244903
Ta.10349.2.S1_at,CA645145
Ta.10349.3.S1_x_at,CD881921
Ta.10350.1.S1_at,BQ169116
Ta.10350.2.S1_at,CA638562
Ta.10350.2.S1_a_at,CA638562
Ta.10350.3.S1_x_at,BJ243540
Ta.10351.1.S1_at,BJ278234
Ta.10352.1.S1_at,BJ250780
Ta.10353.1.A1_a_at,BJ261306
Ta.10353.3.S1_at,BJ244914
Ta.10354.1.S1_at,BJ244251
Ta.10354.1.S1_x_at,BJ244251
Ta.10354.2.S1_x_at,BJ262717
Ta.10354.3.S1_x_at,BJ250792
Ta.10355.1.S1_at,BJ307966
Ta.10357.1.S1_s_at,BQ169730
Ta.10357.2.A1_at,CA630151
Ta.10357.2.A1_s_at,CA630151
Ta.10358.1.A1_at,BJ320328
Ta.10358.2.S1_at,BJ314853
Ta.10359.1.S1_at,CD454110
Ta.10360.1.S1_at,BJ244996
Ta.10360.2.S1_at,CA640516
Ta.10361.1.S1_at,CD454782
Ta.10361.2.S1_at,CA694027
Ta.10361.2.S1_x_at,CA694027
Ta.10362.2.A1_a_at,BJ300127
Ta.10362.3.A1_at,CA654838
Ta.10363.1.S1_at,BJ245031
Ta.10364.1.S1_at,CK163410
Ta.10364.1.S1_s_at,CK163410
Ta.10365.1.S1_x_at,BJ245054
Ta.10365.2.S1_s_at,BJ305133
Ta.10366.1.S1_at,BJ245066
Ta.10367.1.S1_at,CA600636
Ta.10368.1.S1_at,BJ221096
Ta.1037.1.S1_at,CA638909
Ta.10370.1.S1_at,BJ245110
Ta.10371.1.S1_at,BF484717
Ta.10371.2.A1_at,BJ250988
Ta.10372.1.S1_x_at,BJ243389
Ta.10373.1.A1_x_at,CK196314
Ta.10374.1.S1_at,BJ245151
Ta.10375.1.S1_a_at,CA667255
Ta.10375.1.S1_x_at,CA667255
Ta.10375.3.A1_at,CA679180
Ta.10376.1.A1_at,CK216186
Ta.10377.1.A1_at,CD876680
Ta.10378.1.S1_at,BJ245196
Ta.10379.1.A1_at,BJ251079
Ta.10379.2.S1_at,BJ245209
Ta.1038.1.S1_a_at,BJ321668
Ta.1038.2.S1_at,BJ264834
Ta.10380.1.S1_at,BQ801991
Ta.10381.1.S1_at,BU100664
Ta.10381.1.S1_x_at,BU100664
Ta.10382.1.S1_at,BJ251111
Ta.10383.1.S1_at,BJ245273
Ta.10384.1.A1_at,BJ251149
Ta.10385.1.A1_at,BJ251183
Ta.10386.1.A1_at,BJ249523
Ta.10386.2.S1_at,BJ245318
Ta.10387.1.A1_at,BJ254692
Ta.10387.2.S1_at,BJ245327
Ta.10387.2.S1_a_at,BJ245327
Ta.10387.3.S1_at,BJ267168
Ta.10389.1.S1_at,CD373448
Ta.10389.1.S1_a_at,CD373448
Ta.10389.2.S1_at,CD920002
Ta.10389.3.A1_at,CA741454
Ta.1039.1.S1_at,BJ323055
Ta.10390.1.S1_at,CK168322
Ta.10390.2.A1_a_at,BJ242559
Ta.10390.2.A1_x_at,BJ242559
Ta.10391.1.S1_at,BJ245176
Ta.10392.1.A1_at,CA641778
Ta.10392.2.S1_at,CA663367
Ta.10393.1.S1_at,BJ245392
Ta.10395.1.S1_a_at,CK209264
Ta.10395.1.S1_x_at,CK209264
Ta.10395.2.S1_x_at,BE427942
Ta.10397.1.S1_at,BQ169015
Ta.10397.2.S1_at,CA683224
Ta.10397.3.S1_at,CA693679
Ta.10398.2.S1_a_at,BJ250022
Ta.10399.1.S1_at,CK163823
Ta.104.1.S1_at,L11880.1
Ta.1040.1.S1_at,CK195697
Ta.10400.1.S1_at,BJ251360
Ta.10401.1.S1_a_at,BF482548
Ta.10401.1.S1_x_at,BF482548
Ta.10401.2.A1_at,BJ252525
Ta.10401.3.A1_x_at,BJ246589
Ta.10402.1.S1_x_at,CK212200
Ta.10402.2.S1_at,CA660208
Ta.10402.3.A1_at,CK163746
Ta.10402.3.A1_x_at,CK163746
Ta.10403.1.S1_at,CN009413
Ta.10404.1.S1_at,BJ238715
Ta.10405.1.A1_at,BJ245538
Ta.10405.1.A1_x_at,BJ245538
Ta.10405.2.S1_at,BJ233500
Ta.10406.1.S1_at,BJ251426
Ta.10408.1.S1_at,CN009026
Ta.10408.2.A1_at,CA651244
Ta.10409.1.S1_at,BJ245561
Ta.10410.1.S1_at,BJ240130
Ta.10411.1.A1_at,BJ250872
Ta.10412.1.S1_at,BJ251467
Ta.10415.1.A1_at,BJ251552
Ta.10416.1.S1_at,BQ170337
Ta.10417.1.S1_at,BJ245717
Ta.10418.1.S1_at,BQ166730
Ta.10418.2.S1_at,CA708322
Ta.10418.2.S1_x_at,CA708322
Ta.10418.3.S1_at,CA593654
Ta.10418.3.S1_x_at,CA593654
Ta.10419.1.S1_at,CD454624
Ta.1042.1.S1_x_at,CD891435
Ta.10420.1.A1_at,BJ245761
Ta.10422.1.S1_at,BQ169222
Ta.10423.1.S1_x_at,BJ245813
Ta.10424.1.A1_at,BJ245762
Ta.10425.2.S1_a_at,CA608445
Ta.10426.1.A1_at,CK212973
Ta.10426.2.S1_at,CA630262
Ta.10427.1.S1_at,BJ253468
Ta.10427.1.S1_x_at,BJ253468
Ta.10427.2.S1_at,BJ253046
Ta.10427.2.S1_x_at,BJ253046
Ta.10429.1.S1_at,AJ613281
Ta.10429.2.S1_at,BJ245838
Ta.1043.1.S1_at,CK167660
Ta.10430.1.S1_at,BJ251742
Ta.10431.1.S1_at,CD454717
Ta.10431.1.S1_a_at,CD454717
Ta.10431.2.A1_a_at,BU808670
Ta.10431.2.A1_x_at,BU808670
Ta.10432.1.S1_at,BJ292574
Ta.10432.2.S1_at,BJ251765
Ta.10433.1.A1_at,BJ251299
Ta.10434.1.A1_at,CA594108
Ta.10435.1.S1_at,BJ251804
Ta.10435.2.S1_at,CA659142
Ta.10436.1.S1_at,BJ245968
Ta.10437.1.A1_at,BJ251913
Ta.10438.1.S1_x_at,CK153453
Ta.10438.2.S1_at,CA664403
Ta.10438.2.S1_x_at,CA664403
Ta.10438.3.S1_at,CA610766
Ta.10438.3.S1_x_at,CA610766
Ta.10439.1.A1_at,BJ251378
Ta.10439.2.A1_at,BQ170253
Ta.10439.2.A1_x_at,BQ170253
Ta.10440.1.A1_at,BJ253186
Ta.10440.2.S1_at,BJ247141
Ta.10441.1.S1_at,BJ246036
Ta.10442.1.A1_at,CK205580
Ta.10443.1.S1_at,BJ265826
Ta.10443.2.S1_at,BJ246057
Ta.10444.1.A1_at,CK208363
Ta.10446.1.S1_at,BJ251726
Ta.10447.1.S1_at,BJ251746
Ta.10447.1.S1_a_at,BJ251746
Ta.10448.1.A1_at,BJ252040
Ta.10449.1.A1_at,BU099274
Ta.10449.2.S1_at,BJ246118
Ta.10450.1.S1_at,BJ246129
Ta.10451.1.A1_at,BJ252055
Ta.10451.2.A1_x_at,BJ272822
Ta.10452.1.S1_at,CD454839
Ta.10452.2.S1_a_at,CA629541
Ta.10452.2.S1_x_at,CA629541
Ta.10453.2.S1_a_at,BJ215444
Ta.10453.3.S1_a_at,CA642381
Ta.10454.1.S1_x_at,CD871103
Ta.10454.2.S1_at,BQ801682
Ta.10455.1.A1_at,BJ252113
Ta.10456.1.A1_at,CA605915
Ta.10457.1.S1_at,BJ251887
Ta.10458.1.A1_at,BJ253124
Ta.10458.2.S1_at,BJ246215
Ta.10459.1.S1_at,BJ307244
Ta.1046.1.S1_at,CK216320
Ta.10460.1.S1_at,BJ252154
Ta.10462.1.S1_at,BJ296009
Ta.10462.1.S1_x_at,BJ296009
Ta.10462.2.S1_at,BJ269353
Ta.10463.1.A1_at,CD876249
Ta.10464.1.A1_at,CA497537
Ta.10465.1.S1_at,BJ246252
Ta.10466.1.S1_at,BJ252185
Ta.10466.1.S1_s_at,BJ252185
Ta.10467.1.A1_at,CA502499
Ta.10468.1.S1_at,BJ246311
Ta.10469.1.A1_at,BJ251997
Ta.1047.2.S1_a_at,BJ238886
Ta.1047.3.S1_a_at,BJ233237
Ta.10470.1.S1_at,BJ217907
Ta.10470.2.S1_at,CA709244
Ta.10471.1.S1_x_at,BJ297605
Ta.10472.1.A1_at,BJ246177
Ta.10473.1.S1_at,CA498403
Ta.10473.3.S1_a_at,CA621550
Ta.10475.1.S1_at,CA613908
Ta.10475.1.S1_a_at,CA613908
Ta.10475.1.S1_x_at,CA613908
Ta.10475.2.A1_a_at,BJ221244
Ta.10476.1.A1_at,BJ246441
Ta.10477.1.S1_at,CA647621
Ta.1048.1.S1_at,CK164502
Ta.10480.1.S1_a_at,AF495872.1
Ta.10482.1.S1_at,BQ170867
Ta.10483.1.A1_a_at,BJ261439
Ta.10485.1.A1_x_at,BQ170005
Ta.10486.1.S1_at,BQ172361
Ta.10486.2.S1_a_at,CA619899
Ta.10487.1.A1_at,BQ166868
Ta.10488.1.A1_at,BJ318732
Ta.10488.2.S1_at,BJ267275
Ta.10489.1.S1_at,BQ169856
Ta.10489.2.S1_at,BJ269822
Ta.10490.1.S1_at,BJ270520
Ta.10491.1.A1_at,BJ252818
Ta.10491.2.S1_at,BJ246860
Ta.10492.1.S1_at,CK163415
Ta.10493.2.S1_at,BJ224625
Ta.10493.3.A1_a_at,CK209023
Ta.10497.1.A1_at,BJ272426
Ta.10498.1.S1_at,BQ172328
Ta.10498.1.S1_a_at,BQ172328
Ta.10498.2.S1_at,CA739299
Ta.10498.3.S1_at,CA654131
Ta.10499.1.S1_x_at,BQ166060
Ta.105.1.S1_at,L11881.1
Ta.1050.1.S1_at,BJ297406
Ta.10500.1.S1_at,BJ297310
Ta.10501.1.S1_x_at,BJ298006
Ta.10501.2.S1_x_at,BQ169743
Ta.10501.3.S1_at,CA611786
Ta.10501.3.S1_a_at,CA611786
Ta.10502.1.S1_at,BQ172454
Ta.10502.2.S1_at,CA662330
Ta.10503.1.S1_s_at,CK156435
Ta.10503.1.S1_x_at,CK156435
Ta.10503.2.S1_at,BJ231486
Ta.10503.3.S1_x_at,BJ301496
Ta.10504.1.S1_at,CK152135
Ta.10505.1.S1_at,CA722234
Ta.10507.1.A1_at,BJ215212
Ta.10507.2.S1_at,BJ207924
Ta.10508.2.S1_a_at,BJ310549
Ta.10510.1.A1_at,BQ166010
Ta.10511.1.A1_at,BQ170766
Ta.10512.1.A1_at,BJ311365
Ta.10513.1.A1_at,BQ166933
Ta.10513.2.S1_at,BJ213111
Ta.10514.1.S1_at,BQ169873
Ta.10514.1.S1_a_at,BQ169873
Ta.10514.2.S1_at,CA648558
Ta.10514.2.S1_x_at,CA648558
Ta.10515.1.S1_at,CA686730
Ta.10516.1.A1_at,BQ168527
Ta.10516.2.S1_at,CA629764
Ta.10517.1.A1_at,BQ171989
Ta.10518.1.A1_at,BJ322823
Ta.10518.2.S1_at,BJ317269
Ta.10519.1.S1_at,BQ170270
Ta.1052.1.S1_x_at,BQ606165
Ta.1052.2.S1_at,BJ229936
Ta.1052.2.S1_x_at,BJ229936
Ta.10520.1.S1_at,AL828817
Ta.10520.2.S1_a_at,CA723151
Ta.10520.2.S1_x_at,CA723151
Ta.10521.1.S1_s_at,CA706488
Ta.10521.2.S1_at,BQ171091
Ta.10521.2.S1_x_at,BQ171091
Ta.10522.1.A1_at,BQ170445
Ta.10522.2.S1_at,BJ314194
Ta.10524.1.S1_at,CK162419
Ta.10524.2.S1_a_at,CA679935
Ta.10524.3.A1_at,CA694375
Ta.10525.1.A1_at,BJ320184
Ta.10526.1.A1_s_at,BJ318207
Ta.10526.1.A1_x_at,BJ318207
Ta.10527.1.A1_at,BQ169960
Ta.10528.1.A1_at,BQ171636
Ta.10528.2.S1_at,BJ315541
Ta.10529.1.S1_at,BQ743387
Ta.10529.1.S1_s_at,BQ743387
Ta.10529.2.A1_at,CA605786
Ta.1053.1.S1_at,BJ251547
Ta.1053.1.S1_x_at,BJ251547
Ta.1053.2.S1_x_at,CA686041
Ta.10530.1.A1_x_at,BQ166186
Ta.10531.1.S1_at,CA594167
Ta.10531.2.S1_at,CA728796
Ta.10531.2.S1_a_at,CA728796
Ta.10531.3.S1_at,BJ316251
Ta.10532.1.A1_s_at,BJ321509
Ta.10533.1.A1_at,BQ172387
Ta.10534.1.S1_a_at,CA676692
Ta.10534.2.S1_x_at,CA599405
Ta.10534.3.A1_at,CA736370
Ta.10535.1.S1_at,BQ160753
Ta.10536.1.S1_at,BQ166284
Ta.10536.2.A1_at,BQ160937
Ta.10537.1.A1_at,CA741493
Ta.10537.2.A1_at,BQ804919
Ta.10537.3.S1_at,AJ601766
Ta.10537.3.S1_x_at,AJ601766
Ta.10538.1.A1_at,CK158079
Ta.10540.1.S1_at,BQ165932
Ta.10540.2.A1_at,BJ318640
Ta.10541.1.S1_at,BQ165939
Ta.10542.1.S1_a_at,CD888399
Ta.10543.1.A1_at,BQ165942
Ta.10544.1.S1_at,BQ165943
Ta.10546.1.A1_at,BQ165950
Ta.10548.1.S1_at,CD908152
Ta.10549.1.A1_at,CA609877
Ta.10549.1.A1_x_at,CA609877
Ta.10549.2.A1_at,BQ165963
Ta.1055.1.S1_at,BJ229359
Ta.1055.1.S1_x_at,BJ229359
Ta.1055.2.S1_at,CD891512
Ta.1055.2.S1_x_at,CD891512
Ta.10551.1.S1_at,BQ165974
Ta.10552.1.S1_at,BQ165975
Ta.10553.1.A1_at,BQ165977
Ta.10554.1.A1_at,BQ165981
Ta.10555.1.A1_at,BQ165982
Ta.10556.1.A1_at,BQ165984
Ta.10557.1.S1_at,BQ165986
Ta.1056.1.A1_at,BG908503
Ta.1056.1.A1_s_at,BG908503
Ta.10560.1.S1_at,CK153821
Ta.10560.2.S1_a_at,CA647132
Ta.10560.2.S1_x_at,CA647132
Ta.10560.3.A1_at,CA655923
Ta.10561.1.A1_at,BQ166000
Ta.10562.1.S1_at,BQ166004
Ta.10562.1.S1_a_at,BQ166004
Ta.10562.2.S1_at,CA502258
Ta.10562.2.S1_x_at,CA502258
Ta.10562.3.S1_at,BJ292409
Ta.10564.1.A1_at,BQ166007
Ta.10565.1.A1_at,BQ166012
Ta.10567.1.S1_at,CD932356
Ta.10567.2.A1_at,CA599507
Ta.10567.3.S1_at,BJ302599
Ta.10568.1.S1_at,BQ166017
Ta.10569.1.A1_at,CK208173
Ta.1057.1.A1_at,BQ171746
Ta.1057.1.A1_x_at,BQ171746
Ta.10571.1.A1_at,BQ166020
Ta.10572.1.S1_at,BJ258058
Ta.10573.1.A1_at,BQ166024
Ta.10574.1.S1_a_at,BQ166026
Ta.10574.2.S1_at,CA648935
Ta.10574.3.S1_x_at,CA604196
Ta.10575.1.A1_at,BQ166028
Ta.10577.1.S1_at,BQ166032
Ta.10578.1.A1_at,BQ166034
Ta.10579.1.S1_at,AJ614620
Ta.1058.1.S1_x_at,CK168726
Ta.1058.2.A1_at,CK154533
Ta.1058.2.S1_at,BJ254771
Ta.1058.2.S1_x_at,BJ254771
Ta.1058.3.S1_x_at,CN013117
Ta.1058.4.S1_at,BJ307805
Ta.10580.1.A1_at,BQ166040
Ta.10581.1.A1_at,CK156211
Ta.10582.1.S1_x_at,CD933359
Ta.10582.2.S1_at,BJ263123
Ta.10582.2.S1_a_at,BJ263123
Ta.10582.3.S1_at,CA619768
Ta.10583.1.A1_at,BQ166045
Ta.10585.1.S1_at,BG607034
Ta.10585.2.S1_a_at,CA681003
Ta.10585.2.S1_x_at,CA681003
Ta.10586.1.S1_at,BQ166050
Ta.10587.1.A1_at,BQ166051
Ta.10588.1.A1_at,BJ242484
Ta.10589.1.S1_at,BQ166053
Ta.10590.1.A1_at,BQ166055
Ta.10591.1.S1_at,CK212950
Ta.10591.2.S1_at,CA649339
Ta.10591.2.S1_a_at,CA649339
Ta.10591.3.S1_a_at,CA606962
Ta.10592.1.A1_at,BQ166059
Ta.10592.2.S1_at,CA600998
Ta.10594.1.S1_at,BQ166065
Ta.10595.1.S1_at,BQ170316
Ta.10595.2.S1_at,CA747143
Ta.10595.3.S1_s_at,CA746250
Ta.10596.1.S1_at,BQ166069
Ta.10597.1.S1_at,BQ166078
Ta.10598.1.A1_at,BQ166079
Ta.10599.1.A1_at,BQ166085
Ta.106.1.A1_at,AB019617.1
Ta.1060.2.S1_a_at,CA642102
Ta.10601.1.A1_at,BQ166090
Ta.10602.1.A1_at,BQ166091
Ta.10603.1.S1_at,BQ166092
Ta.10604.1.A1_at,BQ166095
Ta.10605.1.A1_at,BQ166096
Ta.10606.1.S1_at,CA660488
Ta.10607.2.S1_at,BQ166098
Ta.10607.2.S1_a_at,BQ166098
Ta.10608.1.A1_at,BQ166102
Ta.10609.1.A1_at,BQ166103
Ta.10611.1.A1_at,BQ166108
Ta.10612.1.S1_at,BJ294990
Ta.10613.1.S1_x_at,CK211382
Ta.10614.1.S1_at,BQ166116
Ta.10615.1.A1_at,BQ166118
Ta.10616.1.A1_at,BT009024.1
Ta.10617.1.S1_at,BQ166125
Ta.10617.2.S1_at,CA635540
Ta.10617.2.S1_a_at,CA635540
Ta.10617.2.S1_x_at,CA635540
Ta.10618.1.S1_at,BQ166126
Ta.1062.1.S1_at,CA613133
Ta.1062.2.A1_at,BJ285727
Ta.1062.2.A1_x_at,BJ285727
Ta.10620.1.S1_at,BJ277551
Ta.10621.1.S1_at,BQ166132
Ta.10621.2.S1_at,CA647518
Ta.10621.2.S1_a_at,CA647518
Ta.10622.1.A1_at,BQ166133
Ta.10623.1.A1_at,CD933516
Ta.10624.1.S1_at,BJ311688
Ta.10625.1.S1_at,BQ166138
Ta.10626.1.A1_at,BQ166140
Ta.10627.1.A1_at,BQ166141
Ta.10629.1.S1_at,BQ166144
Ta.1063.1.S1_at,AJ603904
Ta.10630.1.S1_at,BG909458
Ta.10630.2.A1_at,CA696219
Ta.10630.3.S1_at,CA682530
Ta.10630.3.S1_x_at,CA682530
Ta.10631.1.A1_at,BQ166148
Ta.10633.1.S1_at,CD939127
Ta.10633.2.S1_a_at,CA707122
Ta.10633.2.S1_x_at,CA707122
Ta.10634.1.A1_at,BQ166154
Ta.10635.1.A1_at,BQ166156
Ta.10635.2.S1_s_at,BQ606895
Ta.10638.1.A1_at,BJ238619
Ta.10639.1.S1_at,BQ166164
Ta.10639.1.S1_a_at,BQ166164
Ta.10639.2.S1_at,BJ255023
Ta.10641.1.S1_at,CA649987
Ta.10641.2.S1_at,CA620787
Ta.10642.1.S1_at,CA612878
Ta.10642.1.S1_x_at,CA612878
Ta.10642.2.S1_s_at,CD454176
Ta.10642.2.S1_x_at,CD454176
Ta.10643.1.S1_at,BQ166170
Ta.10644.1.A1_at,BJ282907
Ta.10645.1.A1_at,BQ166175
Ta.10647.1.A1_at,BQ166181
Ta.10648.1.S1_x_at,BQ166184
Ta.10648.2.S1_x_at,BJ316751
Ta.10649.1.S1_at,BQ166185
Ta.10650.1.A1_at,BQ166187
Ta.10651.1.S1_at,BQ166188
Ta.10652.1.A1_at,BQ166195
Ta.10653.1.S1_at,BQ166196
Ta.10654.1.A1_at,BQ166201
Ta.10655.1.S1_at,CA666298
Ta.10655.2.A1_at,CA730216
Ta.10655.2.A1_x_at,CA730216
Ta.10656.1.S1_at,BQ166203
Ta.10657.1.A1_at,BQ166205
Ta.10658.1.S1_at,BQ166207
Ta.10659.1.A1_at,BQ166210
Ta.1066.1.S1_x_at,BE413896
Ta.10660.1.A1_at,BQ166213
Ta.10661.1.A1_at,BQ166223
Ta.10662.1.S1_at,BE445592
Ta.10662.1.S1_a_at,BE445592
Ta.10663.1.A1_at,BQ166226
Ta.10664.1.A1_at,BQ166228
Ta.10665.1.A1_at,BQ166229
Ta.10667.1.S1_at,CK214179
Ta.10667.2.A1_at,CA681719
Ta.10667.3.S1_a_at,CA697101
Ta.10670.1.A1_at,BQ166237
Ta.10671.1.A1_at,BQ166239
Ta.10672.1.S1_at,BQ166243
Ta.10673.1.S1_at,BQ166244
Ta.10674.1.A1_at,BQ166248
Ta.10675.1.A1_at,CK153822
Ta.10676.1.A1_at,BQ166252
Ta.10677.1.A1_at,BQ166255
Ta.10678.1.A1_at,BQ166256
Ta.10679.1.A1_a_at,BQ166257
Ta.10679.1.A1_x_at,BQ166257
Ta.10679.2.A1_at,CA696249
Ta.1068.2.S1_x_at,CA670770
Ta.10680.1.S1_at,BJ242691
Ta.10681.1.A1_at,BQ166262
Ta.10682.1.A1_at,BQ166263
Ta.10683.1.A1_at,BQ166268
Ta.10685.1.A1_at,BQ166276
Ta.10686.1.A1_at,BQ166279
Ta.10688.1.S1_at,AB094060.1
Ta.10689.2.S1_a_at,CA622635
Ta.10689.2.S1_x_at,CA622635
Ta.10690.1.S1_at,CK153689
Ta.10690.2.S1_at,CA649791
Ta.10690.2.S1_x_at,CA649791
Ta.10690.3.S1_a_at,CA609445
Ta.10690.3.S1_x_at,CA609445
Ta.10691.1.A1_at,BQ166307
Ta.10691.1.A1_x_at,BQ166307
Ta.10692.1.A1_at,BQ166310
Ta.10694.1.A1_at,BQ166312
Ta.10695.1.S1_at,BQ901967
Ta.10695.2.S1_at,BJ313502
Ta.10696.1.A1_at,BQ166314
Ta.10697.1.A1_at,BQ166315
Ta.10698.1.A1_at,CK193821
Ta.10698.1.A1_s_at,CK193821
Ta.10699.1.A1_at,BQ166320
Ta.10699.2.S1_at,CA736601
Ta.10700.1.A1_at,BQ166323
Ta.10701.1.S1_at,AJ615501
Ta.10701.2.S1_at,BG907423
Ta.10702.1.A1_at,BQ166326
Ta.10703.1.S1_a_at,BQ161009
Ta.10703.2.S1_at,BJ320500
Ta.10703.3.S1_at,BJ315021
Ta.10703.3.S1_a_at,BJ315021
Ta.10704.1.A1_at,BQ166329
Ta.10705.1.A1_x_at,BQ166330
Ta.10706.1.S1_at,CK153112
Ta.10706.1.S1_x_at,CK153112
Ta.10707.1.A1_at,BQ166334
Ta.10708.1.A1_at,BQ166335
Ta.10709.1.A1_at,AW448456
Ta.1071.1.S1_at,AF542185.1
Ta.1071.1.S1_x_at,AF542185.1
Ta.10712.1.S1_at,BQ166339
Ta.10712.1.S1_a_at,BQ166339
Ta.10712.2.S1_a_at,CD454809
Ta.10712.2.S1_x_at,CD454809
Ta.10712.3.S1_x_at,CA598875
Ta.10714.1.S1_at,BQ166344
Ta.10715.1.S1_at,AJ611594
Ta.10718.1.S1_at,BQ166350
Ta.10719.1.S1_s_at,BQ166351
Ta.10719.1.S1_x_at,BQ166351
Ta.1072.1.S1_at,BQ609417
Ta.10721.1.A1_at,CK200797
Ta.10722.1.S1_at,BQ166409
Ta.10723.1.A1_at,BQ166412
Ta.10725.1.S1_at,BQ166414
Ta.10726.1.A1_at,BQ166417
Ta.10728.1.A1_at,BQ166421
Ta.10729.1.S1_a_at,BQ166425
Ta.10729.2.S1_x_at,CA609026
Ta.10729.3.S1_at,CA651034
Ta.10729.3.S1_x_at,CA651034
Ta.10730.1.A1_at,BQ166426
Ta.10732.1.A1_at,BQ166429
Ta.10733.1.A1_at,CK215871
Ta.10734.1.A1_at,BQ166432
Ta.10736.1.A1_at,BQ166435
Ta.10737.1.A1_at,BQ166437
Ta.10738.1.A1_x_at,BQ166438
Ta.10739.1.A1_at,BQ166440
Ta.10739.2.S1_at,BJ246080
Ta.1074.1.S1_a_at,BE516304
Ta.1074.1.S1_x_at,BE516304
Ta.1074.2.S1_at,CA605748
Ta.1074.2.S1_x_at,CA605748
Ta.1074.3.S1_x_at,CA688932
Ta.10740.1.S1_a_at,CK195106
Ta.10740.1.S1_x_at,CK195106
Ta.10740.2.S1_x_at,CA603433
Ta.10741.1.S1_at,BQ166449
Ta.10742.1.S1_at,BQ166451
Ta.10744.1.A1_at,BQ166453
Ta.10744.2.S1_at,CA604079
Ta.10745.1.S1_at,BQ804183
Ta.10746.1.S1_at,BQ166746
